"ESU","SPECIES","METHOD","MAJOR_POPULATION_GROUP","NMFS_POPID","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","RUN_TIMING","STREAM_NAME","YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","CITATION","CONTRIBUTOR","LINE_NOTES","FILE_NOTES"
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","1995","2228","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","1996","2213","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","1997","2096","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","1998","2403","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","1999","2578","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2000","3051","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2001","5656","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2002","11192","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2003","11527","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2004","8012","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2005","6340","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2006","4984","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2007","2614","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2008","3894","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2009","5936","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2010","10379","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2011","10304","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2012","10882","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2013","6587","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2014","7912","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2015","12912","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2016","10837","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2017","3265","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2018","1885","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2019","1361","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Clearwater","303","Clearwater River lower mainstem","Clearwater R. Low. Mainstem","2.1","","Clearwater River Lower Mainstem","2020","1433","0.332","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1985","7035","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1986","7666","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1987","6340","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1988","7326","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1989","5836","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1990","7177","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1991","2666","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1992","4971","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1993","5574","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1994","2617","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1995","2326","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1996","2312","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1997","2191","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1998","2510","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","1999","2695","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
"Steelhead (Snake River Basin DPS)","Steelhead","GSI","Salmon River","312","Little Salmon and Rapid River","Little Salmon and Rapid R.","4.1","","Little Salmon River","2000","3191","0.141","","Snake River Steelhead Natural Origin Spawner Abundance Dataset (1985-2020). Spawner abundance data. Idaho Department of Fish and Game. Protocol and Methods available at https://www.monitoringresources.org/Document/Protocol/Details/230. Accessed from www.cax.streamnet.org vers May 14, 2021 10:00PM by Mari Williams, NOAAF NWFSC/OAI.","Idaho Department of Fish and Game","",""
