"Series","Method","Citation","Contributor","NMFS_POPID","ESU","MAJOR_POPULATION_GROUP","POPULATION_NAME","COMMON_POPULATION_NAME","DISPLAY_ORDER","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD"
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2008,19,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2009,28,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2010,20,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2011,16,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2012,9,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2013,10,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2014,57,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2015,7,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2016,16,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2017,29,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2018,9,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",152,"Salmon, coho (Lower Columbia River ESU)","Coast","Youngs Bay","Youngs Bay","1.1.2","Coho salmon","Late","Klaskanine River",2019,17,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2002,46,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2003,313,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2004,111,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2005,180,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2006,225,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2007,212,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2008,229,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2009,487,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2010,269,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2011,145,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2012,188,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2013,223,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2014,606,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2015,88,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2016,198,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2017,263,-99
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",128,"Salmon, coho (Lower Columbia River ESU)","Coast","Big Creek","Big Ck.","1.1.3","Coho salmon","Late","Big Creek",2018,49,-99
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2010,2274,0.268
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2011,1281,0.433
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2012,544,0.693
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2013,1133,0.586
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2014,3934,0.656
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2015,389,0.534
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2016,1008,0.6
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2017,984,0.817
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",134,"Salmon, coho (Lower Columbia River ESU)","Coast","Elochoman River - late Coho salmon","Elochoman R.","1.1.4","Coho salmon","Late","Elochoman/Skamokawa",2018,1509,0.637
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2002,215,0.777
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2003,563,1
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2004,398,1
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2005,501,0.986
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2006,467,0.901
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2007,968,0.958
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2008,995,1
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2009,1206,0.991
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2010,1734,0.972
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2011,1553,0.995
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2012,696,0.889
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2013,685,0.892
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2014,3397,0.956
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2015,249,0.964
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2016,491,0.945
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2017,701,0.807
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",131,"Salmon, coho (Lower Columbia River ESU)","Coast","Clatskanie River","Clatskanie R.","1.1.5","Coho salmon","Late","Clatskanie River and Tributaries",2018,78,0.321
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2010,988,0.88
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2011,508,0.807
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2012,385,0.979
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2013,616,0.926
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2014,2216,0.879
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2015,529,0.935
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2016,1088,0.87
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2017,691,0.919
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",140,"Salmon, coho (Lower Columbia River ESU)","Coast","Mill, Abernathy, and Germany Creeks - late Coho salmon","Mill Ck.","1.1.6","Coho salmon","Late","Mill/Abernathy/Germany",2018,869,0.851
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2002,500,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2003,373,0.901
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2004,822,0.918
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2005,348,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2006,758,0.949
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2007,375,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2008,294,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2009,778,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2010,1960,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2011,297,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2012,210,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2013,979,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2014,1587,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2015,487,1
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2016,1242,0.966
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2017,395,0.98
"LCcoho2020","Survey","CAX05262020","Oregon Department of Fish and Wildlife",146,"Salmon, coho (Lower Columbia River ESU)","Coast","Scappoose River","Scappoose R.","1.1.7","Coho salmon","Late","Scappoose River and Tributaries",2018,178,1
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2010,7371,0.907
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2011,3440,0.916
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2012,3023,0.876
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2013,4890,0.797
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2014,19628,0.928
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2015,1916,0.919
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2016,4784,0.915
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2017,3184,0.761
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",137,"Salmon, coho (Lower Columbia River ESU)","Cascade","Lower Cowlitz River - late Coho salmon","Low. Cowlitz R.","2.1.1","Coho salmon","Late","Lower Cowlitz River",2018,3173,0.797
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2010,3505,0.914
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2011,2466,0.957
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2012,2684,0.97
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2013,4012,0.88
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2014,5659,0.834
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2015,1036,0.783
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2016,3099,0.867
"LCcoho2020","Survey","CAX05262020","Washington Department of Fish and Wildlife",132,"Salmon, coho (Lower Columbia River ESU)","Cascade","Coweeman River - late Coho salmon","Coweeman R.","2.1.1.1","Coho salmon","Late","Coweeman River",2017,2321,0.953
