"Series","Method","Citation","Contributor","NMFS_POPID","ESU","MAJOR_POPULATION_GROUP","Population_name","COMMON_POPULATION_NAME","DISPLAY_ORDER","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD"
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",254,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Klickitat River","Klickitat R.",1.2,"Steelhead","Su&Wi","Klickitat River",2018,1785,1
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",254,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Klickitat River","Klickitat R.",1.2,"Steelhead","Su&Wi","Klickitat River",2019,1025,1
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1985,487,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1986,1118,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1987,1154,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1988,344,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1989,328,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1990,548,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1991,288,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1992,604,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1993,254,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1994,451,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1995,254,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1996,470,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1997,416,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1998,228,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",1999,855,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2000,937,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2001,664,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2002,1437,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2003,836,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2004,988,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2005,352,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2006,367,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2007,196,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2008,129,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2009,395,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2010,737,-99
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2011,432,0.96
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2012,584,0.95
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2013,311,0.93
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2014,525,0.98
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2015,432,0.98
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2016,286,0.97
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2017,120,0.96
"ICMC2021","Survey","CAX05262020","Yakama Nation Fisheries",251,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Fifteenmile Creek","Fifteenmile Ck.",1.3,"Steelhead","Wi","Fifteenmile Creek and tributaries",2018,471,0.94
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1978,599,0.99
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1979,390,0.99
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1980,481,0.96
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1981,577,0.96
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1982,890,0.98
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1983,413,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1984,750,0.9
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1985,928,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1986,711,0.94
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1987,1198,0.86
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1988,898,0.76
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1989,513,0.91
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1990,486,0.89
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1991,299,0.8
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1992,525,0.73
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1993,165,0.7
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1994,284,0.73
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1995,249,0.67
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1996,154,0.7
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1997,417,0.75
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1998,644,0.57
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",1999,451,0.64
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2000,661,0.71
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2001,920,0.83
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2002,1237,0.77
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2003,1550,0.83
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2004,667,0.77
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2005,647,0.87
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2006,510,0.89
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2007,776,0.73
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2008,597,0.87
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2009,425,0.78
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2010,1010,0.89
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2011,1261,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2012,593,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2013,637,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2014,603,0.94
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2015,920,0.95
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2016,561,0.94
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2017,366,1
"ICMC2021","Survey","CAX05262020","Oregon Department of Fish and Wildlife",250,"Steelhead (Middle Columbia River DPS)","Cascades Eastern Slope Tributaries","Deschutes River Westside","Deschutes R. - Westside",1.4,"Steelhead","Su","Warm Springs River, Shitike Creek, Beaver Creek, Mill Creek, and mainstem Deschutes River (from Trout Creek to Pelton Dam)",2018,185,0.95
